Sample_ID,Label,Value_R,Value_C,Magnitude_0,Magnitude_1,Magnitude_2,Magnitude_3,Magnitude_4,Magnitude_5,Magnitude_6,Magnitude_7,Magnitude_8,Magnitude_9,Magnitude_10,Magnitude_11,Magnitude_12,Magnitude_13,Magnitude_14,Phase_0,Phase_1,Phase_2,Phase_3,Phase_4,Phase_5,Phase_6,Phase_7,Phase_8,Phase_9,Phase_10,Phase_11,Phase_12,Phase_13,Phase_14
8918,Series_RC,750.0,47.0,3481.622,2442.717,1879.391,1561.42,1381.843,1243.433,1163.106,1076.851,1020.728,972.76,926.923,901.914,865.623,834.595,828.545,-78.442,-71.94,-66.594,-61.6,-56.448,-52.964,-48.738,-45.736,-42.861,-39.584,-35.68,-33.879,-29.588,-27.323,-24.32
8919,Series_RC,750.0,47.0,3737.636,2315.68,1878.794,1579.88,1476.809,1148.165,1099.677,1178.482,1066.533,1021.167,970.559,936.78,836.279,935.82,804.635,-83.9,-80.873,-76.378,-71.11,-65.648,-59.238,-60.31,-57.956,-55.92,-63.259,-46.653,-44.813,-58.954,-61.85,-56.742
8920,Series_RC,750.0,47.0,3465.92,2431.609,1875.6,1563.838,1395.687,1258.636,1184.574,1109.819,1054.22,999.496,956.782,936.748,912.1,885.731,859.13,-78.31,-71.48,-64.693,-59.293,-55.157,-51.44,-47.114,-43.989,-40.984,-38.602,-34.592,-32.368,-28.821,-25.59,-23.477
8921,Series_RC,750.0,47.0,3515.741,2274.26,2043.817,1662.152,1403.291,1069.22,1138.977,1049.606,1191.406,891.164,930.151,1014.609,856.929,966.854,808.521,-87.346,-73.701,-70.398,-76.941,-54.823,-63.541,-66.524,-61.582,-58.885,-55.531,-48.796,-44.28,-51.861,-56.224,-51.404
8922,Series_RC,750.0,47.0,3487.349,2428.871,1872.382,1570.883,1363.309,1235.982,1153.15,1072.15,1015.631,970.116,916.582,891.309,855.876,824.677,824.545,-78.807,-71.638,-66.934,-61.883,-56.647,-53.653,-49.977,-46.66,-43.564,-40.399,-36.557,-34.49,-30.889,-28.262,-25.729
8923,Series_RC,750.0,47.0,3478.565,2343.16,1879.335,1564.781,1391.647,1263.283,1183.691,1104.252,1047.183,990.434,955.448,936.45,907.638,880.917,854.793,-77.524,-70.973,-64.503,-59.214,-54.968,-51.132,-47.209,-44.63,-41.315,-38.392,-34.618,-32.328,-29.121,-25.824,-23.677
8924,Series_RC,750.0,47.0,3457.645,2394.42,1874.606,1558.782,1360.401,1230.254,1150.416,1065.409,1006.364,958.794,912.783,887.283,850.143,821.254,813.213,-78.366,-70.542,-66.718,-61.442,-56.649,-52.826,-48.981,-45.592,-42.713,-39.492,-35.84,-33.99,-29.6,-26.43,-23.301
8925,Series_RC,750.0,47.0,3529.875,2439.626,1897.653,1565.535,1381.56,1246.448,1160.253,1078.196,1023.755,975.698,927.689,900.1,866.103,835.813,830.725,-78.552,-72.628,-66.495,-61.956,-56.583,-53.204,-49.752,-45.997,-43.201,-39.837,-36.311,-34.191,-30.419,-27.839,-25.291
8926,Series_RC,750.0,47.0,3486.273,2378.99,1871.821,1556.988,1360.331,1235.374,1148.711,1071.538,1016.76,968.731,915.469,893.39,856.647,825.14,820.881,-78.325,-73.151,-67.305,-62.421,-56.995,-53.756,-50.99,-46.728,-43.608,-40.316,-36.609,-34.645,-30.727,-28.349,-25.823
8927,Series_RC,750.0,47.0,3456.729,2415.658,1880.772,1575.31,1383.686,1252.217,1180.134,1093.354,1037.471,975.109,944.586,924.18,892.848,867.604,840.84,-77.6,-71.174,-64.847,-59.244,-55.17,-50.671,-46.875,-43.642,-40.277,-37.723,-33.336,-30.704,-27.64,-23.671,-20.854
8928,Series_RC,750.0,47.0,3429.741,2366.31,1877.938,1564.943,1387.463,1255.778,1183.203,1099.813,1040.908,986.767,949.857,927.8,900.929,871.175,848.331,-77.35,-69.692,-64.697,-59.137,-55.137,-50.326,-46.816,-43.79,-40.849,-37.897,-33.906,-31.666,-27.689,-24.3,-21.801
8929,Series_RC,750.0,47.0,3454.868,2420.7,1868.659,1562.399,1377.482,1237.692,1150.508,1073.559,1016.614,972.432,919.972,894.977,861.323,828.598,824.702,-78.838,-72.481,-66.872,-61.351,-56.765,-53.338,-49.538,-46.15,-43.182,-39.994,-35.979,-34.25,-30.408,-27.755,-25.104
8930,Series_RC,750.0,47.0,3425.846,2391.412,1867.95,1570.458,1376.734,1246.763,1183.12,1096.314,1034.954,976.688,944.574,924.527,893.973,873.108,844.696,-78.242,-71.67,-64.334,-59.52,-55.37,-50.551,-46.554,-43.477,-40.447,-37.874,-33.504,-30.798,-27.517,-23.764,-21.27
8931,Series_RC,750.0,47.0,3451.34,2429.58,1870.633,1560.896,1385.845,1256.194,1181.959,1094.561,1040.287,984.907,950.5,926.973,902.314,875.743,845.568,-78.0,-70.442,-64.472,-59.593,-54.71,-50.535,-46.769,-43.736,-40.391,-37.729,-33.593,-31.24,-27.775,-24.206,-21.737
8932,Series_RC,750.0,47.0,3461.6,2419.101,1871.229,1576.804,1381.182,1251.846,1177.885,1097.16,1036.677,978.321,944.292,922.399,895.465,865.646,835.102,-77.562,-70.803,-64.439,-59.541,-54.811,-50.715,-46.629,-43.428,-40.471,-37.852,-33.452,-31.27,-27.299,-23.755,-20.518
8933,Series_RC,750.0,47.0,3455.41,2425.334,1888.126,1585.189,1393.53,1261.103,1182.754,1105.332,1047.167,994.332,957.402,936.387,904.949,877.582,858.385,-77.143,-71.252,-64.811,-59.58,-55.229,-51.77,-47.12,-44.162,-41.29,-38.574,-34.756,-32.329,-29.52,-25.925,-23.646
8934,Series_RC,750.0,47.0,3493.703,2352.253,1888.274,1579.542,1398.643,1266.429,1189.788,1109.429,1053.624,999.37,959.692,935.111,907.942,885.927,859.26,-77.402,-70.233,-64.434,-59.72,-55.189,-51.64,-47.1,-44.104,-41.33,-38.504,-34.647,-32.311,-29.6,-25.591,-23.362
8935,Series_RC,750.0,47.0,3347.31,2387.198,1910.798,1693.326,1399.654,1187.566,1201.533,1272.712,912.65,979.684,1063.449,821.501,957.16,779.969,905.61,-80.804,-75.76,-71.225,-68.978,-70.35,-61.896,-58.969,-52.727,-59.601,-55.181,-52.491,-48.533,-46.849,-48.602,-50.355
8936,Series_RC,750.0,47.0,3446.525,2346.505,1867.314,1576.828,1390.817,1254.894,1180.421,1098.313,1039.629,986.216,948.434,926.876,905.913,873.13,845.253,-77.518,-70.247,-64.394,-59.702,-55.52,-50.468,-46.512,-43.651,-40.741,-38.18,-33.848,-31.21,-27.803,-24.277,-22.65
8937,Series_RC,750.0,47.0,3481.525,2430.458,1877.617,1573.187,1380.843,1247.814,1162.947,1078.973,1026.325,979.37,927.136,903.613,865.341,833.811,833.812,-78.54,-72.474,-66.674,-61.252,-56.73,-53.232,-49.39,-45.803,-43.44,-39.764,-35.849,-33.888,-30.24,-27.691,-24.972
8938,Series_RC,750.0,47.0,3442.376,2364.54,1878.83,1575.656,1396.499,1261.171,1187.518,1100.82,1048.599,992.14,956.336,933.35,905.488,881.951,853.201,-77.786,-69.967,-64.461,-59.455,-55.18,-50.783,-46.637,-43.607,-40.67,-38.124,-33.946,-31.672,-28.28,-25.73,-22.371
8939,Series_RC,750.0,47.0,3481.7,2389.83,1892.991,1575.531,1369.548,1245.738,1161.848,1082.217,1019.864,975.787,928.882,899.65,865.937,833.807,829.722,-77.865,-72.514,-66.41,-61.41,-56.423,-53.44,-49.137,-45.747,-42.748,-39.615,-35.616,-33.615,-29.673,-27.358,-24.476
8940,Series_RC,750.0,47.0,3483.38,2388.494,1883.563,1570.192,1361.301,1236.985,1151.97,1068.825,1016.494,971.5,917.93,892.277,856.512,825.451,823.187,-78.797,-71.33,-67.392,-61.846,-57.138,-53.584,-49.98,-46.497,-43.497,-40.233,-36.659,-34.622,-30.758,-28.272,-25.68
8941,Series_RC,750.0,47.0,3417.999,2411.372,1880.879,1551.747,1375.282,1248.455,1176.436,1092.15,1036.701,979.754,943.291,921.224,896.307,866.507,843.728,-77.739,-70.291,-64.467,-59.35,-55.73,-50.426,-46.567,-43.406,-40.314,-37.729,-33.646,-31.13,-27.36,-23.479,-20.795
8942,Series_RC,750.0,47.0,3491.513,2399.261,1893.69,1586.577,1394.4,1266.363,1186.32,1106.895,1050.787,995.248,959.484,934.825,912.564,883.343,861.335,-77.732,-69.601,-64.707,-59.651,-55.351,-50.89,-47.77,-44.74,-41.26,-38.565,-34.373,-32.102,-29.35,-25.287,-23.429
8943,Series_RC,750.0,47.0,3805.111,2506.82,2089.171,1440.106,1267.421,1296.987,1285.84,954.923,1101.98,906.46,848.4,1022.19,1031.462,802.53,918.791,-87.76,-71.533,-79.247,-64.96,-66.797,-68.684,-73.705,-59.412,-53.94,-61.14,-59.747,-59.369,-59.593,-52.378,-55.99
8944,Series_RC,750.0,47.0,3480.14,2432.311,1872.708,1549.61,1369.227,1230.617,1146.462,1061.561,1005.19,958.237,913.57,886.684,849.167,819.275,812.227,-78.269,-72.331,-66.332,-61.863,-56.493,-52.881,-49.211,-45.675,-42.587,-39.418,-35.151,-33.2,-28.96,-26.284,-23.333
8945,Series_RC,750.0,47.0,3472.75,2348.439,1875.518,1577.297,1392.685,1263.755,1183.817,1103.652,1049.11,990.122,954.747,933.924,905.147,879.137,852.44,-77.885,-71.103,-64.761,-59.101,-54.946,-50.558,-46.864,-43.807,-40.904,-37.978,-33.995,-31.624,-28.125,-24.833,-22.634
8946,Series_RC,750.0,47.0,3448.678,2460.471,1899.957,1545.355,1375.939,1254.425,1194.859,1080.563,1062.323,966.69,942.2,922.583,921.873,858.243,848.905,-75.58,-68.861,-62.83,-56.864,-51.664,-48.903,-44.611,-41.23,-37.183,-32.787,-29.482,-26.215,-21.361,-16.543,-13.593
8947,Series_RC,750.0,47.0,3444.354,2420.97,1870.226,1562.421,1393.782,1255.421,1187.315,1105.17,1047.608,995.95,953.0,933.647,905.154,879.818,856.676,-77.582,-71.261,-64.628,-59.314,-55.133,-50.844,-46.806,-44.51,-41.384,-38.69,-34.653,-32.377,-29.304,-25.798,-23.738
8948,Series_RC,750.0,47.0,3485.251,2350.644,1881.829,1563.44,1392.375,1262.7,1191.486,1110.4,1054.8,1002.212,961.133,939.313,904.355,884.803,861.766,-77.694,-71.127,-64.414,-59.315,-55.2,-50.695,-46.991,-44.23,-41.61,-38.425,-34.643,-32.232,-28.887,-25.278,-23.441
8949,Series_RC,750.0,47.0,3478.317,2406.47,1882.332,1578.251,1376.221,1241.616,1192.876,1093.177,1053.332,984.524,934.503,936.102,900.537,860.946,848.793,-76.775,-69.267,-64.132,-58.277,-53.58,-48.307,-45.378,-41.18,-38.434,-35.753,-30.65,-27.973,-24.678,-19.937,-18.195
8950,Series_RC,750.0,47.0,3503.768,2369.759,1890.146,1569.547,1367.19,1232.628,1148.518,1069.631,1019.3,967.411,916.43,893.321,855.746,823.733,822.602,-79.99,-71.58,-67.359,-61.731,-57.39,-53.728,-50.31,-46.554,-43.652,-40.354,-36.534,-34.477,-30.795,-28.354,-25.755
8951,Series_RC,750.0,47.0,3520.481,2450.385,1879.181,1577.158,1376.866,1243.112,1163.635,1080.726,1022.265,977.436,930.155,902.633,866.966,833.124,832.308,-78.3,-71.726,-66.538,-61.59,-56.251,-53.278,-49.287,-46.11,-42.767,-39.759,-35.755,-33.883,-30.58,-27.492,-24.821
8952,Series_RC,750.0,47.0,3450.898,2404.317,1879.582,1543.576,1363.951,1235.381,1151.775,1072.13,1015.499,970.469,915.2,889.784,853.471,824.319,825.199,-78.723,-71.127,-67.2,-62.146,-57.83,-53.768,-50.25,-46.608,-43.706,-40.4,-36.588,-34.372,-30.808,-28.271,-25.724
8953,Series_RC,750.0,47.0,3486.145,2376.554,1893.119,1581.598,1396.539,1260.9,1181.862,1107.801,1047.462,994.426,957.3,933.814,906.79,874.431,855.131,-77.325,-69.694,-64.378,-58.9,-55.162,-50.608,-46.675,-43.508,-40.788,-37.962,-33.585,-31.552,-27.886,-24.644,-22.292
8954,Series_RC,750.0,47.0,3457.22,2390.23,1887.658,1588.299,1387.687,1258.526,1187.94,1105.74,1043.659,993.49,958.337,933.621,906.881,877.573,855.166,-77.784,-69.922,-64.704,-59.585,-55.48,-50.827,-46.779,-43.721,-40.732,-38.114,-34.97,-31.634,-28.58,-24.871,-22.257
8955,Series_RC,750.0,47.0,3452.166,2397.743,1868.742,1548.65,1394.45,1287.794,1166.143,1104.82,993.521,1014.634,961.397,903.91,906.426,853.56,853.528,-76.34,-70.318,-63.652,-57.861,-54.908,-48.651,-43.448,-40.452,-37.978,-35.333,-31.378,-28.828,-23.735,-19.1,-17.99
8956,Series_RC,750.0,47.0,3501.302,2384.645,1876.384,1560.818,1373.427,1244.943,1163.222,1077.451,1024.99,974.311,926.379,900.509,864.128,834.65,830.44,-77.622,-72.352,-66.672,-61.468,-56.522,-53.168,-49.223,-45.886,-42.867,-39.706,-35.379,-33.706,-29.712,-27.203,-24.38
8957,Series_RC,750.0,47.0,3474.348,2415.572,1867.825,1566.167,1391.686,1245.625,1158.78,1126.239,1046.884,1001.782,953.114,936.103,895.547,878.928,840.171,-77.355,-70.22,-64.379,-59.131,-54.437,-49.796,-45.181,-42.5,-39.32,-36.338,-31.33,-29.119,-26.595,-23.19,-20.641
8958,Series_RC,750.0,47.0,3474.882,2420.202,1873.189,1566.212,1393.507,1255.373,1186.561,1100.796,1041.506,995.544,957.295,933.574,906.766,880.366,854.716,-77.796,-71.294,-64.428,-59.149,-55.15,-50.792,-46.855,-43.527,-40.933,-38.7,-33.809,-31.665,-28.128,-24.625,-22.249
8959,Series_RC,750.0,47.0,3422.454,2473.71,1877.71,1559.592,1370.475,1290.76,1198.918,1057.797,1054.739,961.47,934.162,928.65,922.313,833.592,871.189,-75.27,-68.278,-61.479,-55.185,-51.29,-48.451,-42.812,-39.469,-36.182,-28.969,-29.284,-25.571,-17.722,-11.516,-8.828
8960,Series_RC,750.0,47.0,3475.269,2412.358,1880.27,1572.333,1385.64,1249.102,1181.652,1096.886,1035.16,978.724,946.25,920.447,893.594,865.582,840.24,-77.321,-71.336,-64.851,-59.574,-55.286,-50.74,-46.514,-43.361,-40.279,-37.66,-33.385,-30.939,-27.428,-23.618,-21.132
8961,Series_RC,750.0,47.0,3455.79,2370.499,1878.815,1561.878,1391.838,1260.438,1186.396,1102.494,1046.422,995.449,954.94,936.4,901.474,877.706,853.772,-76.72,-69.875,-64.905,-59.687,-55.35,-50.836,-47.7,-43.93,-41.6,-38.634,-34.721,-32.297,-29.13,-25.812,-23.461
8962,Series_RC,750.0,47.0,3515.896,2405.699,1878.181,1542.99,1366.791,1232.88,1145.39,1059.909,1004.438,958.966,910.287,887.854,846.81,819.552,809.546,-78.458,-72.607,-66.459,-61.63,-56.863,-52.795,-48.91,-45.573,-42.525,-39.426,-35.24,-33.236,-29.77,-26.3,-23.165
8963,Series_RC,750.0,47.0,3518.779,2401.906,1883.815,1568.554,1371.24,1242.493,1158.69,1082.927,1022.166,978.783,924.843,900.679,867.301,834.967,829.871,-77.915,-72.803,-66.938,-62.63,-56.854,-53.298,-49.626,-46.23,-43.281,-39.948,-36.266,-34.434,-30.423,-27.941,-25.211
8964,Series_RC,750.0,47.0,3498.122,2421.593,1879.225,1587.265,1386.324,1265.697,1185.313,1107.428,1053.897,995.6,956.781,937.532,907.591,882.643,858.975,-77.228,-69.916,-64.653,-59.243,-55.193,-51.75,-46.799,-43.92,-41.95,-38.528,-34.428,-32.424,-28.927,-25.784,-23.635
8965,Series_RC,750.0,47.0,3480.24,2347.64,1878.61,1556.964,1399.712,1262.2,1161.828,1107.378,1012.559,1020.83,968.509,928.563,904.571,871.796,847.647,-77.273,-69.795,-63.548,-58.248,-54.193,-49.687,-45.218,-41.239,-38.934,-36.706,-32.713,-29.566,-25.817,-21.749,-19.642
8966,Series_RC,750.0,47.0,3487.652,2369.649,1877.44,1578.465,1381.31,1245.23,1156.837,1080.487,1018.66,974.619,926.582,899.64,866.129,833.786,829.189,-78.414,-71.674,-66.81,-61.251,-56.201,-53.73,-49.189,-45.793,-42.754,-39.729,-35.613,-33.793,-29.66,-27.207,-24.354
8967,Series_RC,750.0,47.0,3594.816,2373.949,1996.145,1604.952,1401.946,1116.96,1150.88,1048.535,1171.692,915.847,956.883,1016.198,840.249,960.28,781.306,-83.417,-75.8,-70.931,-71.68,-55.245,-61.131,-62.39,-58.513,-53.42,-52.402,-47.77,-41.706,-45.421,-48.172,-44.724
8968,Series_RC,750.0,47.0,3471.386,2444.767,1885.687,1559.72,1373.46,1249.199,1165.16,1080.394,1023.217,977.672,926.455,902.237,867.359,835.758,828.897,-78.355,-71.511,-66.919,-61.694,-56.204,-53.188,-49.361,-45.951,-43.63,-39.839,-35.842,-33.81,-29.998,-27.619,-24.698
8969,Series_RC,750.0,47.0,3438.361,2397.688,1880.391,1567.26,1394.711,1267.281,1186.3,1110.444,1050.436,1000.144,959.1,936.126,905.766,885.18,860.15,-77.242,-69.966,-64.358,-60.14,-55.335,-50.942,-46.76,-43.919,-41.75,-38.529,-34.592,-32.81,-28.874,-25.423,-23.489
8970,Series_RC,750.0,47.0,3422.242,2531.622,2017.448,1531.457,1507.662,1110.957,1122.51,1092.439,1107.245,972.421,959.819,979.12,803.855,925.441,813.121,-77.569,-80.208,-76.659,-73.7,-60.638,-59.218,-61.782,-58.511,-55.596,-57.704,-48.371,-43.764,-52.962,-54.433,-53.63
8971,Series_RC,750.0,47.0,3471.409,2375.372,1865.584,1540.879,1369.277,1229.843,1146.87,1064.364,1005.572,959.244,913.369,884.214,851.228,819.316,812.731,-78.18,-70.833,-66.705,-61.17,-56.616,-52.754,-49.87,-45.629,-42.514,-39.377,-35.35,-33.192,-29.128,-26.243,-23.275
8972,Series_RC,750.0,47.0,3447.729,2366.123,1877.766,1557.107,1387.354,1252.135,1182.447,1099.246,1037.395,987.912,947.248,927.885,902.263,867.318,847.29,-76.642,-69.869,-64.895,-59.39,-54.992,-50.43,-46.738,-43.576,-40.664,-37.936,-33.556,-31.46,-27.848,-24.246,-21.853
8973,Series_RC,750.0,47.0,3449.114,2417.378,1883.712,1561.411,1373.502,1248.933,1176.956,1094.38,1031.643,977.42,941.766,924.357,893.937,864.599,842.201,-77.38,-70.338,-64.43,-59.111,-54.802,-50.461,-46.669,-43.455,-40.534,-37.603,-33.363,-30.844,-27.226,-23.644,-20.746
8974,Series_RC,750.0,47.0,3462.663,2349.468,1878.728,1560.638,1384.274,1260.184,1185.854,1101.351,1045.795,996.843,953.541,937.486,902.976,879.128,854.523,-77.615,-71.163,-64.393,-59.479,-54.962,-50.811,-47.76,-43.953,-41.19,-38.559,-34.731,-32.365,-28.924,-25.778,-23.475
8975,Series_RC,750.0,47.0,3484.2,2431.95,1866.652,1545.609,1355.979,1229.854,1147.114,1065.29,1006.516,959.561,912.497,887.468,850.112,818.318,813.13,-78.699,-71.265,-66.851,-61.816,-56.437,-53.83,-49.158,-45.757,-42.628,-39.581,-35.235,-33.172,-28.995,-26.247,-23.506
8976,Series_RC,750.0,47.0,3460.345,2426.153,1862.591,1574.564,1381.262,1277.577,1171.599,1097.107,1020.22,992.404,948.251,912.54,909.537,862.878,856.364,-76.497,-70.921,-63.809,-58.517,-55.95,-50.129,-44.705,-42.291,-39.603,-35.875,-32.68,-30.492,-25.306,-21.733,-18.816
8977,Series_RC,750.0,47.0,3507.501,2427.623,1875.576,1579.325,1387.164,1266.189,1182.348,1109.403,1044.884,994.867,955.594,933.318,909.926,876.135,853.633,-76.753,-69.846,-64.184,-59.107,-54.983,-50.655,-46.608,-43.545,-40.637,-37.998,-33.898,-31.508,-28.133,-24.489,-22.268
8978,Series_RC,750.0,47.0,3425.894,2342.254,1884.331,1565.786,1382.97,1253.505,1181.867,1098.15,1046.195,984.959,948.474,930.135,901.62,874.459,850.144,-77.153,-70.977,-64.823,-59.842,-54.768,-50.732,-46.731,-43.565,-40.734,-38.169,-33.624,-31.328,-27.803,-24.402,-21.579
8979,Series_RC,750.0,47.0,3463.788,2372.707,1886.835,1583.211,1388.733,1259.66,1184.653,1101.701,1044.687,995.529,957.712,933.796,913.296,874.573,857.499,-77.377,-71.462,-64.403,-59.433,-55.33,-50.535,-46.782,-43.503,-40.696,-38.176,-33.694,-31.536,-27.97,-24.78,-21.939
8980,Series_RC,750.0,47.0,3448.371,2363.955,1884.242,1568.586,1384.124,1251.716,1178.26,1098.392,1036.41,984.687,946.831,928.431,902.279,873.515,849.932,-77.221,-71.34,-64.556,-59.149,-55.75,-50.385,-46.808,-43.811,-40.615,-37.81,-33.873,-31.256,-27.824,-24.326,-21.74
8981,Series_RC,750.0,47.0,3470.26,2389.31,1890.365,1585.407,1392.484,1260.369,1185.937,1103.674,1045.433,995.884,955.763,934.823,910.572,877.311,855.861,-77.422,-69.83,-64.363,-59.389,-55.261,-50.51,-46.592,-43.677,-40.542,-37.943,-33.723,-31.586,-28.128,-24.723,-21.954
8982,Series_RC,750.0,47.0,3482.85,2423.174,1872.464,1562.5,1389.408,1241.0,1120.137,1156.911,1060.549,978.458,971.417,933.874,906.39,880.591,832.671,-77.528,-69.397,-63.763,-58.635,-53.857,-49.675,-43.821,-40.613,-38.142,-34.849,-28.502,-26.462,-24.585,-20.36,-17.151
8983,Series_RC,750.0,47.0,3464.178,2362.399,1869.377,1553.199,1376.429,1247.773,1178.903,1092.815,1031.861,981.94,947.335,919.159,893.104,868.939,841.386,-77.26,-71.708,-64.496,-59.339,-55.179,-50.466,-46.35,-43.584,-40.224,-37.786,-33.17,-30.96,-27.206,-23.596,-20.664
8984,Series_RC,750.0,47.0,3463.377,2369.696,1897.866,1574.356,1375.607,1247.125,1160.458,1078.848,1026.324,978.796,925.719,900.531,865.485,833.107,828.96,-78.419,-72.467,-66.804,-61.981,-56.373,-53.366,-49.221,-46.77,-43.125,-40.1,-35.794,-33.989,-30.117,-27.496,-24.875
8985,Series_RC,750.0,47.0,3450.67,2365.665,1885.336,1568.745,1369.354,1239.517,1153.95,1072.641,1023.479,970.12,921.607,895.507,860.215,828.672,827.305,-78.85,-72.244,-66.682,-61.874,-56.549,-53.468,-49.595,-46.181,-43.105,-40.66,-35.905,-34.134,-30.132,-27.6,-24.912
8986,Series_RC,750.0,47.0,3482.976,2451.77,1893.582,1575.368,1379.503,1247.37,1159.488,1079.756,1023.502,979.923,927.759,901.719,866.619,833.456,827.724,-77.979,-71.773,-67.81,-61.111,-56.315,-53.171,-49.225,-46.65,-43.133,-39.82,-35.788,-34.66,-30.206,-27.627,-24.904
8987,Series_RC,750.0,47.0,3447.599,2424.818,1854.791,1576.958,1380.666,1305.429,1174.167,1104.677,1012.658,998.701,942.731,897.275,925.65,854.742,859.813,-76.241,-69.875,-62.678,-56.862,-54.146,-49.4,-43.685,-41.41,-37.918,-33.255,-30.887,-29.209,-22.63,-18.62,-14.82
8988,Series_RC,750.0,47.0,3460.229,2407.624,1873.834,1571.998,1374.355,1254.449,1187.264,1096.781,1051.34,990.64,942.135,932.399,911.718,868.124,855.38,-76.804,-69.809,-64.612,-58.808,-54.647,-50.445,-46.769,-43.479,-40.515,-37.946,-33.68,-31.419,-28.145,-24.419,-22.861
8989,Series_RC,750.0,47.0,3495.623,2433.453,1889.522,1580.547,1382.665,1246.477,1160.63,1079.475,1023.538,975.845,928.53,899.822,867.291,833.873,831.93,-77.724,-72.563,-66.949,-61.598,-56.686,-53.345,-49.354,-45.953,-43.14,-39.857,-35.83,-33.823,-30.94,-27.581,-24.837
8990,Series_RC,750.0,47.0,3484.6,2411.12,1894.699,1577.309,1370.324,1244.84,1158.54,1079.943,1019.971,974.234,927.798,897.672,866.902,832.314,828.59,-78.12,-70.674,-66.653,-61.337,-56.751,-53.22,-49.77,-45.701,-42.833,-39.621,-35.525,-33.773,-29.784,-27.288,-24.348
8991,Series_RC,750.0,47.0,3725.86,2467.866,2022.37,1470.503,1313.59,1347.412,1317.735,944.463,1039.51,965.996,877.979,970.717,971.631,826.401,930.831,-83.231,-71.692,-75.576,-65.107,-65.28,-64.712,-67.88,-57.9,-52.85,-55.637,-57.246,-57.129,-52.215,-45.631,-46.77
8992,Series_RC,750.0,47.0,3475.114,2428.55,1891.777,1556.46,1370.684,1241.94,1161.647,1081.575,1021.762,975.16,925.495,899.442,864.316,834.322,829.571,-78.41,-71.0,-66.373,-61.213,-56.555,-52.907,-49.244,-45.734,-42.851,-39.711,-35.493,-33.804,-29.803,-27.248,-24.352
8993,Series_RC,750.0,47.0,3440.7,2429.854,1878.883,1566.896,1396.53,1266.297,1185.481,1104.267,1043.879,989.268,956.303,931.937,908.77,878.997,852.425,-77.615,-70.492,-64.735,-59.757,-54.991,-50.709,-46.882,-43.605,-40.574,-37.984,-33.835,-31.495,-28.138,-24.756,-22.363
8994,Series_RC,750.0,47.0,3492.712,2393.275,1919.3,1572.148,1380.896,1225.737,1198.208,1085.938,1061.895,966.67,891.435,977.276,886.633,877.994,845.654,-77.26,-70.677,-62.972,-57.197,-50.715,-44.467,-42.451,-37.691,-33.427,-30.199,-24.376,-21.322,-16.249,-13.695,-9.843
8995,Series_RC,750.0,47.0,3478.999,2428.31,1862.929,1545.26,1366.86,1230.846,1142.236,1065.513,1007.425,958.363,911.9,885.332,851.201,819.56,811.822,-79.432,-71.606,-66.769,-61.366,-56.456,-53.109,-49.0,-45.64,-42.615,-39.252,-34.927,-33.15,-29.27,-26.15,-23.39
8996,Series_RC,750.0,47.0,3475.191,2386.746,1888.358,1568.895,1392.271,1267.84,1186.714,1109.659,1050.483,997.56,963.13,937.807,907.52,880.362,862.591,-77.852,-71.665,-64.597,-59.325,-55.334,-51.18,-46.776,-44.4,-41.193,-38.495,-34.474,-32.328,-28.965,-25.627,-23.509
8997,Series_RC,750.0,47.0,3466.258,2353.217,1866.733,1569.467,1371.64,1235.565,1152.141,1071.21,1016.372,969.202,916.664,893.395,854.738,823.892,821.875,-78.842,-71.677,-67.132,-62.159,-56.907,-53.539,-49.813,-46.637,-43.664,-40.222,-36.684,-34.501,-30.793,-28.292,-25.643
8998,Series_RC,750.0,47.0,3479.485,2391.412,1894.747,1580.266,1391.183,1257.136,1183.684,1107.566,1044.8,993.975,953.184,934.632,912.747,879.893,854.59,-77.838,-69.577,-64.313,-59.458,-55.9,-50.309,-46.664,-43.607,-40.889,-38.144,-33.897,-31.366,-28.96,-24.495,-22.574
8999,Series_RC,750.0,47.0,3515.358,2430.594,1892.25,1581.24,1382.634,1247.54,1161.164,1078.754,1025.843,975.696,928.226,901.391,865.829,833.447,831.16,-77.862,-72.627,-66.85,-61.622,-56.68,-53.299,-49.497,-45.942,-43.142,-39.826,-35.689,-34.73,-30.103,-27.75,-24.851
9000,Series_RC,750.0,47.0,3120.543,2297.906,1802.614,1593.726,1345.11,1293.535,1129.755,1266.983,892.474,1020.361,1082.797,807.657,987.7,789.437,889.111,-80.43,-72.978,-73.584,-73.464,-70.631,-62.995,-60.244,-56.65,-61.62,-58.211,-55.833,-53.742,-53.805,-49.983,-52.142
9001,Series_RC,750.0,68.0,2666.818,1855.809,1507.942,1301.635,1172.507,1081.36,1030.49,976.627,947.47,901.958,887.834,873.88,859.828,843.985,825.373,-73.34,-64.991,-57.791,-52.239,-47.62,-42.323,-39.75,-36.69,-32.938,-30.595,-26.738,-24.724,-21.836,-19.54,-17.81
9002,Series_RC,750.0,68.0,2680.535,1862.463,1520.244,1306.779,1172.95,1076.681,1027.246,980.883,945.504,908.7,888.269,873.653,851.738,846.479,823.907,-73.159,-64.539,-58.84,-52.77,-48.153,-42.887,-39.599,-36.292,-33.647,-31.44,-27.687,-25.363,-22.861,-19.785,-18.523
